ecoinvent id,ecoinvent activity label,label IO product
3882f7e9-d9ab-4fe6-8949-b169f5d4b00d,phosphorus pentachloride production,Chemicals nec
2997fa64-9f57-4d27-99a5-d9372afe179a,"phosphorus production, white, liquid",Chemicals nec
897f58a3-99ec-498a-b6c8-f67a9d583645,phosphoryl chloride production,Chemicals nec
894bd054-862d-43bd-9027-3ae3c7a781d5,photovoltaic cell factory construction,Construction work
da55315d-1017-4ab1-9f96-7cbe6e610b22,"photovoltaic cell production, multi-Si wafer","Radio, television and communication equipment and apparatus"
8c4f65aa-a0ca-430d-a9cf-42beb4b33cc4,"photovoltaic cell production, ribbon-Si","Radio, television and communication equipment and apparatus"
28b4cb39-4fca-456c-b669-a6624456685a,"photovoltaic cell production, single-Si wafer","Radio, television and communication equipment and apparatus"
d68156fd-0014-4d92-a3b7-6e0e1f9915fb,"photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building",Electrical machinery and apparatus n.e.c.
53cf5f4f-a84f-415e-b3ec-e97f7e4c5caa,"photovoltaic facade installation, 3kWp, multi-Si, panel, mounted, at building",Electrical machinery and apparatus n.e.c.
6ed53b06-8ef3-4ac0-9df3-9c3aaecfd76a,"photovoltaic facade installation, 3kWp, single-Si, laminated, integrated, at building",Electrical machinery and apparatus n.e.c.
8332396e-ef30-4e75-88a0-e38f4c9fd41e,"photovoltaic facade installation, 3kWp, single-Si, panel, mounted, at building",Electrical machinery and apparatus n.e.c.
1d30b4ac-825c-426e-8d15-d9e3c0481319,"photovoltaic flat-roof installation, 3kWp, multi-Si, on roof",Electrical machinery and apparatus n.e.c.
b210863a-9db8-4bed-904f-3c5733f132b2,"photovoltaic flat-roof installation, 3kWp, single-Si, on roof",Electrical machinery and apparatus n.e.c.
e1605f45-9aff-4b22-9691-e6a3e8535dd7,"photovoltaic laminate production, a-Si","Radio, television and communication equipment and apparatus"
8bef4d01-dbb8-4351-b3ad-e9d70127646a,"photovoltaic laminate production, CdTe","Radio, television and communication equipment and apparatus"
a0affe98-1879-423b-9017-2a2a69c459f7,"photovoltaic laminate production, CIS","Radio, television and communication equipment and apparatus"
64a97bb8-dda7-44eb-974f-0f01a286a5bf,"photovoltaic laminate production, multi-Si wafer","Radio, television and communication equipment and apparatus"
0d3b301d-2fb8-4f55-a9aa-d1cb7d6d8063,"photovoltaic laminate production, ribbon-Si","Radio, television and communication equipment and apparatus"
763615fa-1d6a-4bcb-b09a-a3a5500abab5,"photovoltaic laminate production, single-Si wafer","Radio, television and communication equipment and apparatus"
4a19e5d9-c43c-497b-abd4-38919f2b9036,"photovoltaic module production, building-integrated, for facade installation",Electrical machinery and apparatus n.e.c.
1804cbb0-efbc-47d6-ad71-a069335f53ac,"photovoltaic module production, building-integrated, for slanted-roof installation",Electrical machinery and apparatus n.e.c.
ce08a169-0bbd-4430-ad4c-1de629ba1836,"photovoltaic mounting system production, for 570kWp open ground module",Machinery and equipment n.e.c.
ab92a898-d787-421e-acdd-bb4831ef6f62,"photovoltaic mounting system production, for facade installation",Machinery and equipment n.e.c.
4c316706-589a-485b-adee-692ab95b176a,"photovoltaic mounting system production, for flat-roof installation",Machinery and equipment n.e.c.
3ad492d4-a0ca-4718-a4e4-f81ec5fd465d,"photovoltaic mounting system production, for slanted-roof installation",Machinery and equipment n.e.c.
f4c9d142-759a-4a61-a9c3-6f4f626ad9a9,photovoltaic panel factory construction,Construction work
04b7f4ce-31c9-4e70-9cf5-8e5ad18d8a3e,"photovoltaic panel production, a-Si","Radio, television and communication equipment and apparatus"
f0a0b597-5115-4f63-b846-b642249ab66f,"photovoltaic panel production, CIS","Radio, television and communication equipment and apparatus"
536da2a5-7b19-4a9f-8ed2-ec9bba931186,"photovoltaic panel production, multi-Si wafer","Radio, television and communication equipment and apparatus"
e39e768b-4a89-455a-b08c-c32e589a1118,"photovoltaic panel production, ribbon-Si","Radio, television and communication equipment and apparatus"
00431801-ae3e-4836-aca5-838071f41957,"photovoltaic panel production, single-Si wafer","Radio, television and communication equipment and apparatus"
9418cd3e-720b-4864-b22c-2f0da18b30d6,"photovoltaic plant construction, 570kWp, multi-Si, on open ground",Construction work
398afb42-69de-48ba-90bc-f03c2f404ebb,"photovoltaic slanted-roof installation, 3kWp, a-Si, laminated, integrated, on roof",Electrical machinery and apparatus n.e.c.
938134ec-5526-4852-8621-b3ffc8c2e312,"photovoltaic slanted-roof installation, 3kWp, a-Si, panel, mounted, on roof",Electrical machinery and apparatus n.e.c.
9c4b3873-0bac-4e7f-a758-be708d6eda5e,"photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof",Electrical machinery and apparatus n.e.c.
68cc6c16-94af-4e87-a34b-1cc4b918627f,"photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof",Electrical machinery and apparatus n.e.c.
78951187-2de0-47f4-a1c1-9224d6b6db9b,"photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof",Electrical machinery and apparatus n.e.c.
a99a9987-6574-42a7-8b1e-74d6f4e5093d,"photovoltaic slanted-roof installation, 3kWp, multi-Si, panel, mounted, on roof",Electrical machinery and apparatus n.e.c.
9c295e34-8828-4eb2-873c-7659d9d05169,"photovoltaic slanted-roof installation, 3kWp, ribbon-Si, laminated, integrated, on roof",Electrical machinery and apparatus n.e.c.
80a2fea4-3e86-43ed-a68a-4106f5c7f486,"photovoltaic slanted-roof installation, 3kWp, ribbon-Si, panel, mounted, on roof",Electrical machinery and apparatus n.e.c.
9e8c2dc8-f343-4812-9edc-0064cdc27eeb,"photovoltaic slanted-roof installation, 3kWp, single-Si, laminated, integrated, on roof",Electrical machinery and apparatus n.e.c.
db2a9ff1-b98c-4206-bd90-cca327ce6cd2,"photovoltaic slanted-roof installation, 3kWp, single-Si, panel, mounted, on roof",Electrical machinery and apparatus n.e.c.
d6ccc8bf-020d-4165-9897-5892463ef4ea,"photovoltaics, electric installation for 3kWp module, at building",Construction work
40dc46c5-6724-499c-a00c-162ebb819665,"photovoltaics, electric installation for 570kWp module, open ground",Construction work
72b08b20-8775-4400-ae0a-4e8b32e7fc38,phthalic anhydride production,Chemicals nec
baed43df-835b-4d9d-b15f-5b202f188cc5,phthalimide production,Chemicals nec
5206d6fa-4abb-4b8e-a5d8-bae9a68a8cf6,phthalimide-compound production,Chemicals nec
1a57d832-6d3a-4f17-9857-a92685a267c2,pig iron production,Basic iron and steel and of ferro-alloys and first products thereof
758c6381-7a0e-4f3b-a32b-c569fcb462ed,pineapple production,"Vegetables, fruit, nuts"
e03d6c08-027b-49ee-800c-b963a8e93776,"pipeline construction, liquid manure",Basic iron and steel and of ferro-alloys and first products thereof
a82d142e-1efc-478a-a583-fb3b239428c3,"pipeline construction, natural gas, high pressure distribution network",Basic iron and steel and of ferro-alloys and first products thereof
1b22e545-389f-438f-a942-580d6ea04e6c,"pipeline construction, natural gas, long distance, high capacity, offshore",Basic iron and steel and of ferro-alloys and first products thereof
0bd88e16-bd9f-4140-bbd9-5a88ac363e4b,"pipeline construction, natural gas, long distance, high capacity, onshore",Basic iron and steel and of ferro-alloys and first products thereof
ef549227-d967-4edc-a527-5a2ef29a9bf5,"pipeline construction, natural gas, long distance, low capacity, onshore",Basic iron and steel and of ferro-alloys and first products thereof
6afcca48-1fd5-4861-aea4-e8899ae6108a,"pipeline construction, natural gas, low pressure distribution network",Basic iron and steel and of ferro-alloys and first products thereof
d0c85069-a487-492c-98c7-9aaee9bce6f2,"pipeline construction, petroleum",Basic iron and steel and of ferro-alloys and first products thereof
107a7b08-8b09-4634-b54e-36990b99ad2c,"pipeline construction, petroleum, offshore",Basic iron and steel and of ferro-alloys and first products thereof
f7f38db0-6511-4353-9404-9553c1dd9e6e,piperidine production,Chemicals nec
98052188-9602-46c9-8a93-376f8b87e728,"pitch despergents production, in paper production",Chemicals nec
079d8232-55be-4257-8d65-1d94c04f6923,planing mill production,Construction work
0746166f-dd56-445b-b735-ade02ae83e32,"planing, beam, hardwood, u=10%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
d1ff26d2-61e8-4493-8f66-5f614450fb25,"planing, beam, hardwood, u=20%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
0e96ffa8-82c0-4198-aae0-ba12f5db67ef,"planing, beam, softwood, u=10%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
a9849f34-f41a-4ad8-9c25-c4ce38586adb,"planing, beam, softwood, u=20%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
32296169-7229-4dff-a3e4-e391450ad073,"planing, board, hardwood, u=10%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
a9c84c51-38d4-4d22-8d89-a36c41c3d0fa,"planing, board, hardwood, u=20%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
e2c6f4d1-aded-4185-b581-f9453b87d313,"planing, board, softwood, u=10%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
50ff0dd4-26f0-4aa8-8547-ba0953be9738,"planing, board, softwood, u=20%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
3f77c5ec-7a79-4d08-a756-c4e80e4035bb,"planing, lath, hardwood, u=10%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
f2ecbcf6-3e0a-465e-b9c6-cb9afa2c507a,"planing, lath, hardwood, u=20%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
64684c00-8853-46ea-8e3a-30d6a179bfaa,"planing, lath, softwood, u=10%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
4b8a137e-4734-49d3-ad1a-68f82edf2ac9,"planing, lath, softwood, u=20%",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
3a225dd7-b60c-4d1c-8489-d29a820b2cec,"planning, cogen unit mini CHP plant",Machinery and equipment n.e.c.
9631a529-29a9-480d-adba-00d37602a13e,"planning, heat and power co-generation unit, 160kW electrical",Machinery and equipment n.e.c.
17876537-d0a6-4107-93a2-1b73609a995c,planting,Crops nec
17876537-d0a6-4107-93a2-1b73609a995c,planting,Crops nec
104de935-8ea8-480e-93a8-a26ba4735aa0,plaster mixing,"Cement, lime and plaster"
606fde6f-d0c5-40be-9331-c7a5acb8663c,plastic processing factory construction,Construction work
f134f119-59c4-43cf-a777-05cad7011899,"plasticiser production, for concrete, based on sulfonated melamine formaldehyde",Chemicals nec
cdbdf6c9-0a83-4813-90c2-9f12fb9b91d6,"platinum group metal mine operation, ore with high palladium content",Precious metals
c8c8db63-0af7-495f-a128-027867e13fc5,"platinum group metal mine operation, ore with high rhodium content",Chemicals nec
47c9222b-677b-44bb-b4d7-0daabbcf62fd,platinum to generic market for precious metal for jewellery,Precious metals
314cc68a-2945-4f2f-bced-4feea138eec3,"plug production, inlet and outlet, for computer cable",Electrical machinery and apparatus n.e.c.
da1dd7f0-8733-45ca-bdea-dafb5003122d,"plug production, inlet and outlet, for network cable",Electrical machinery and apparatus n.e.c.
0415ebf7-63d5-4d30-a2ae-55ae4b021f07,"plug production, inlet and outlet, for printer cable",Electrical machinery and apparatus n.e.c.
f257bd2f-a34b-43e4-8a04-36fad2aa81d0,"plywood production, for indoor use",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
ba997170-6849-4076-ba61-871d58d1e0b7,"plywood production, for outdoor use",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
11b9361b-10c6-4d41-ac95-63dba94da827,"pointing device production, optical mouse, with cable",Office machinery and computers
0792cf50-b429-4e4b-aefe-166f6a473595,"polar fleece production, energy use only",Textiles
b7dd2ed4-c843-4965-ae4c-56ac1f4ad2a3,"polarizer, liquid crystals and colour filters production, for liquid crystal display","Radio, television and communication equipment and apparatus"
d4e439a5-f8cd-41cd-8baa-ac27abbdd8b3,polyacrylamide production,Chemicals nec
d6f5c483-ba24-41a5-850a-0b5dd70c2cc4,polybutadiene production,Chemicals nec
76195aa5-731e-4317-9fec-395cd0d56607,polycarbonate production,Chemicals nec
26cc0fcf-5fbe-4bdb-9a99-b2ead6f00bd9,"polycarboxylates production, 40% active substance",Chemicals nec
7da6735d-3e04-437b-8108-42ae5c223b79,"polyester resin production, unsaturated",Chemicals nec
8d06fa15-7138-4b52-b96f-6ba8c75cbbab,polyester-complexed starch biopolymer production,Chemicals nec
0ab13d02-ab09-4371-8171-4b0d99b60f16,"polyethylene pipe production, corrugated, DN 75","Plastics, basic"
8512b211-08a4-4fab-b731-dca812f1b2e9,"polyethylene pipe production, DN 200, SDR 41","Plastics, basic"
64adc6b6-8e11-4157-8204-d45bacf1201d,"polyethylene production, high density, granulate","Plastics, basic"
ce769fe6-486e-46b8-ab9e-2ca2ef30e6c6,"polyethylene production, linear low density, granulate","Plastics, basic"
bb816189-b3a1-47d4-83fa-58382893ff83,"polyethylene production, low density, granulate","Plastics, basic"
3b9b9679-cb33-42c3-931c-ff448416e9ea,"polyethylene terephthalate production, granulate, amorphous","Plastics, basic"
d88e0009-7ede-4575-81b6-981b7b5011f5,"polyethylene terephthalate production, granulate, bottle grade","Plastics, basic"
73e0fadd-bf0b-4d2c-ad19-81d719604061,"polylactide production, granulate","Plastics, basic"
56a248d6-9acd-4310-8b21-631cf20ea8f5,polymer foaming,"Plastics, basic"
bcab0e50-958f-4c29-93f8-d924051358aa,"polymethyl methacrylate production, beads","Plastics, basic"
76d71595-3867-4242-b6bc-c97611c5eb61,"polymethyl methacrylate production, sheet","Plastics, basic"
9cf6f8c1-fd13-4684-9017-55c4760e0b62,polyol production,"Plastics, basic"
6a96b557-6022-435f-a730-1bf4099dbead,polyphenylene sulfide production,Chemicals nec
0fd6113a-2f80-44bf-b9a9-c549fba60802,"polypropylene production, granulate","Plastics, basic"
42c24347-28a4-4e75-bee7-2e83628007c2,polystyrene foam slab for perimeter insulation,"Plastics, basic"
226b7bd4-2cc4-4a77-a705-fff75d32fa7f,polystyrene foam slab production,"Plastics, basic"
24fef4be-b2bf-4601-934c-915d806813b4,"polystyrene foam slab production, 10% recycled","Plastics, basic"
2bfd282f-343e-4b42-ac36-331cd921fc92,"polystyrene foam slab production, 100% recycled","Plastics, basic"
ac5b5623-2054-4c87-9513-68fe5e4e3205,"polystyrene foam slab production, 45% recycled","Plastics, basic"
56f56966-9ba7-4e08-90b8-0818bfbf7a52,"polystyrene foam slab with graphite, 6% recycled","Plastics, basic"
413d0dc3-5010-4602-a631-f934462c1511,"polystyrene production, expandable","Plastics, basic"
fcaea704-771f-4ad9-a204-fa717b340012,"polystyrene production, extruded, CO2 blown","Plastics, basic"
cfa4dbfd-773c-455c-9f05-b8d3a2b1613a,"polystyrene production, extruded, HFC-134a blown","Plastics, basic"
8e0b4fac-ba6e-43fe-ae3e-5ea1b966028a,"polystyrene production, extruded, HFC-152a blown","Plastics, basic"
67f19063-f8e8-4da6-b5f6-e2da3ab8783a,"polystyrene production, general purpose","Plastics, basic"
182cb614-7428-4780-b6ab-60191f4b0da7,"polystyrene production, high impact","Plastics, basic"
9173bfd2-f20e-465b-be8a-aba8fd778f7b,"polysulfide production, sealing compound","Plastics, basic"
808a4f6b-f64b-4794-907e-097a983e341b,"polysulfone production, for membrane filtration production",Chemicals nec
63d333b3-5ca7-45c9-9960-4f9d54bad63d,"polyurethane production, flexible foam","Plastics, basic"
ea9120f7-f88d-4dbd-ba75-8e842d935834,"polyurethane production, rigid foam","Plastics, basic"
b3225141-746f-4e4d-9eb4-26577b11dbcd,"polyvinylchloride production, bulk polymerisation","Plastics, basic"
5c14f5d0-88ce-480f-b649-d3779d5b4f5f,"polyvinylchloride production, emulsion polymerisation","Plastics, basic"
1f11535e-864d-4f91-a097-2ccda2f3251f,"polyvinylchloride production, suspension polymerisation","Plastics, basic"
1717f111-86e9-4f9d-8fc3-92bdf2878b82,polyvinylfluoride production,"Plastics, basic"
c2998282-ae83-4088-a4a2-10a0999add04,"polyvinylfluoride production, dispersion","Plastics, basic"
496f083f-93b4-4120-b4d4-c98ffed34fe7,"polyvinylfluoride, film production","Plastics, basic"
3e9b6a4e-6823-4a2f-b204-d350e98097b2,"polyvinylidenchloride production, granulate","Plastics, basic"
164994a8-f2e3-45b5-b28d-214e3abe755a,port facilities construction,Construction work
e381c55b-8ae8-4400-a8f1-9e4dc235440b,portachrom production,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
551abb9b-352b-4940-a0d0-fb2074e69cac,portafer production,Iron ores
189dad5d-e278-4b85-8d4f-9ce122fcf582,"potassium carbonate production, from potassium hydroxide",Chemicals nec
c455d2ec-df36-4059-8be2-642b68161feb,potassium chloride production,P- and other fertiliser
a087a7d7-eeeb-43ce-af2c-5bf527ea0d1d,potassium hydroxide production,Chemicals nec
9dfd314e-8b4f-4fe7-b8de-b9176bd43b13,potassium nitrate production,Chemicals nec
a10b452f-3ebe-4401-822f-c43ec9851e57,potassium perchlorate production,P- and other fertiliser
8e10495a-a23c-4bc4-8c13-ff791f166ff5,potassium sulfate production,P- and other fertiliser
b152f84e-3caf-4785-9acc-8aea71b50c29,potato grading,Crops nec
b152f84e-3caf-4785-9acc-8aea71b50c29,potato grading,Crops nec
6bbcb1f7-853c-4cff-b9c3-055c5766a022,potato haulm cutting,Crops nec
6bbcb1f7-853c-4cff-b9c3-055c5766a022,potato haulm cutting,Crops nec
228baeda-b8b8-41a0-984a-6c2c66f77408,potato planting,Crops nec
228baeda-b8b8-41a0-984a-6c2c66f77408,potato planting,Crops nec
0cf44080-c762-4eee-9a08-e926c2c3f3d1,potato production,"Vegetables, fruit, nuts"
c165d215-5c09-4574-8d2f-0adfe3f82f6e,"potato production, organic","Vegetables, fruit, nuts"
c885a122-9657-43f3-9920-6f3a37ca7fd5,"potato production, Swiss integrated production, intensive","Vegetables, fruit, nuts"
87406818-4eff-4aee-841c-9b74b2742436,"potato seed production, at farm",Crops nec
44cb1483-233c-45ba-a5b7-9b8e8d416178,"potato seed production, for setting",Crops nec
9618eff3-da45-4096-98c1-deeef35fb2b4,"potato seed production, organic, at farm",Crops nec
b9f3ae87-2d33-4d81-93a4-17d4138341bd,"potato seed production, organic, for setting",Crops nec
270a2f31-6e6c-481f-b2c8-dbe947f5dd91,"potato seed production, Swiss integrated production, at farm",Crops nec
c6447ad7-0b49-4b63-80a6-8d5e4b75432d,"potato seed production, Swiss integrated production, for setting",Crops nec
a3680e9a-e7c3-4e7d-9f74-132c59680c8d,potato starch production,Food products nec
1405b80d-41de-4d79-ba79-cfde862fa7bc,"potentiometer production, unspecified",Machinery and equipment n.e.c.
5bfc7e69-e9b4-465a-97f7-d9ca1824aa91,"powder coating, aluminium sheet","Fabricated metal products, except machinery and equipment"
0a30fb14-6493-4294-8d2c-7f2103d4c278,"powder coating, steel","Fabricated metal products, except machinery and equipment"
98a8371d-2ee3-4da7-afb8-daa760308eeb,"power adapter production, for laptop",Electrical machinery and apparatus n.e.c.
0c44e6f7-8898-45dc-a707-ceb4cc050f52,"power distribution unit production, for electric passenger car",Machinery and equipment n.e.c.
ea28c284-033f-4aaf-b724-d988a2d8880f,"power saw production, with catalytic converter",Machinery and equipment n.e.c.
1a8a5535-e38f-4847-b0a4-8813edb513e5,"power saw production, without catalytic converter",Machinery and equipment n.e.c.
afdc2691-3799-4da7-bc44-9b304bd21204,"power sawing, with catalytic converter",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
afdc2691-3799-4da7-bc44-9b304bd21204,"power sawing, with catalytic converter",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
05892ff2-8d22-497c-91c5-229b7ef69cc8,"power sawing, without catalytic converter",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
05892ff2-8d22-497c-91c5-229b7ef69cc8,"power sawing, without catalytic converter",Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
9fe90bd6-da2c-48e9-8753-b369b6644311,"power supply unit production, for desktop computer",Machinery and equipment n.e.c.
7719cf8e-1e82-47d7-a489-12d47e109387,"powertrain production, for electric passenger car",Electrical machinery and apparatus n.e.c.
c7b37a2e-0b6b-4e9e-85b2-a654d5c07479,"powertrain production, for electric scooter",Electrical machinery and apparatus n.e.c.
d01f14ca-f3fd-4097-ae36-039ed21ee57f,praseodymium oxide to generic market for mischmetal,Chemicals nec
5ec3f0ee-8c89-4e66-b913-eecdf484c8a3,precious metal refinery construction,Construction work
050b3eda-7288-49af-8786-344734e4a715,primary lead production from concentrate,"Lead, zinc and tin and products thereof"
0a2dd8b8-7c30-4169-bec8-6458e400f644,primary zinc production from concentrate,"Lead, zinc and tin and products thereof"
2e607d2d-0a59-4d5b-96b3-75eef86d71a3,printed wiring board mounting facility construction,Construction work
a9d52197-50cc-4205-af4f-afe61a002c92,"printed wiring board mounting facility construction, surface mounting line",Construction work
ccdd3f37-bfbd-41ca-9bfd-930152577d42,"printed wiring board mounting facility construction, through-hole mounting line",Construction work
710cce47-fd59-412e-92f5-2ad74713c46f,"printed wiring board production, for power supply unit, desktop computer, Pb containing",Office machinery and computers
4d5adf59-be36-4f65-a784-73499beb9972,"printed wiring board production, for power supply unit, desktop computer, Pb free",Office machinery and computers
53ed4706-b5bd-4799-85a5-483fbd611c11,"printed wiring board production, for surface mounting, Pb containing surface",Office machinery and computers
2fa0bfa2-99f4-49d1-8995-ac4407496248,"printed wiring board production, for surface mounting, Pb free surface",Office machinery and computers
d2294e57-b6eb-44df-a53c-fde8fcad6c42,"printed wiring board production, for through-hole mounting, Pb containing surface",Office machinery and computers
f4cb07a3-c6ae-4b27-8525-2985a992c98d,"printed wiring board production, for through-hole mounting, Pb free surface",Office machinery and computers
9539a6f8-fa50-4139-af1b-84eb6c636a7a,"printed wiring board production, mounted mainboard, desktop computer, Pb containing",Office machinery and computers
c7d3d342-d24f-4031-ae65-4156244f0ac6,"printed wiring board production, mounted mainboard, desktop computer, Pb free",Office machinery and computers
bb915d6c-3822-4ff5-9ce7-e5903a09ff16,"printed wiring board production, mounted mainboard, laptop computer, Pb containing",Office machinery and computers
d0feeea6-b2eb-4044-a685-03402616be9e,"printed wiring board production, mounted mainboard, laptop computer, Pb free",Office machinery and computers
e2db6531-fc32-4d4b-b35e-5252d0cd3361,"printed wiring board production, surface mounted, unspecified, Pb containing",Office machinery and computers
dfb20a74-e05e-4783-ab39-3c5c6008b99e,"printed wiring board production, surface mounted, unspecified, Pb free",Office machinery and computers
9da2d041-82bb-44c7-ba76-09db85ab46ab,"printed wiring board production, through-hole mounted, unspecified, Pb containing",Office machinery and computers
8b7a6d15-a92f-4bba-b3f3-0ca3c72ed8f8,"printed wiring board production, through-hole mounted, unspecified, Pb free",Office machinery and computers
e7945b7c-39bd-40bc-8638-f1e47839da60,"printer production, laser, black/white",Office machinery and computers
b710ecca-7c36-4e7d-bbf0-20fc1d774819,"printer production, laser, colour",Office machinery and computers
70798f56-b73c-4370-99f4-f34856d25a0c,"printing ink production, offset, product in 47.5% solution state",Chemicals nec
d0b16241-edf5-41ad-ba2e-c72e107f7a7b,"printing ink production, rotogravure, product in 55% toluene solution state",Chemicals nec
10a5b7f8-1c80-4e04-8c2e-39e785f78d7f,"process-specific burden, sanitary landfill",Inert/metal/hazardous waste for treatment: landfill
e416e98b-e716-45cc-93de-91bc049afb78,"process-specific burdens production, inert material landfill",Inert/metal/hazardous waste for treatment: landfill
e5d3314f-3a33-4669-b768-e9774cb7e813,"process-specific burdens, hazardous waste incineration plant",Intert/metal waste for treatment: incineration
beb3e9ce-2fc4-4c63-a23f-66fb0f4607c2,"process-specific burdens, municipal waste incineration",Intert/metal waste for treatment: incineration
869305f6-a023-4ea4-936f-91011b9bac56,"process-specific burdens, residual material landfill",Inert/metal/hazardous waste for treatment: landfill
ceca26e7-44ea-441f-ab52-d374ae44825c,"process-specific burdens, slag landfill",Inert/metal/hazardous waste for treatment: landfill
d361c39f-fa55-4926-b0d0-5eaaf1301c8b,"processing of anode slime, primary copper production","Cement, lime and plaster"
0621fb8d-4b3c-4d90-b4ad-809296d3f63d,propanal production,Chemicals nec
55ce8761-5a35-4958-8286-6affdccf2dac,"propane extraction, from liquefied petroleum gas",Distribution services of gaseous fuels through mains
757b83cd-bef4-40f4-b298-9b7e1f0fc2a5,"propane, burned in building machine",Construction work
757b83cd-bef4-40f4-b298-9b7e1f0fc2a5,"propane, burned in building machine",Construction work
bbe757b0-540f-471f-8809-d0f999c5f3c4,propionic acid production,Chemicals nec
ae0d948f-6d08-40c3-b97d-b0821d8eeb6a,propyl acetate production,Chemicals nec
f9697833-04c5-4546-9a12-92bdabd04856,propyl amine production,"Plastics, basic"
a546c337-99cd-4289-9a48-9a5ca717a4dc,"propylene glycol production, liquid",Chemicals nec
2c150301-d128-41e3-863e-1be6e49b60c5,"propylene oxide production, liquid",Chemicals nec
e5f0ed42-295d-4b18-9b1a-7470017efd8b,propylene production,"Plastics, basic"
8179d9ad-439c-4ee6-995c-a25a982a42ae,"propylene production, pipeline system","Plastics, basic"
0d609ec9-d067-40ec-8021-54fe9f4cf48a,prosulfocarb production,Chemicals nec
4a5d927b-ad96-40e5-a961-3beb89e380d0,protein pea production,Crops nec
731b7c9a-3190-40ef-8fee-6341cd64bbf8,"protein pea production, organic",Crops nec
7246e919-4092-4f54-9428-b16b132aaebd,"protein pea production, Swiss integrated production, intensive",Crops nec
080b4248-c284-4981-aa68-5e7578439b0e,"protein pea, feed production, Swiss integrated production",Crops nec
30049301-32d0-426f-8d94-0ed793ade3d7,pulp factory construction,Construction work
6c878e04-142c-4c43-94b6-2bc9d4bb2ca9,pulverised lignite production,Lignite/Brown Coal
6c878e04-142c-4c43-94b6-2bc9d4bb2ca9,pulverised lignite production,Lignite/Brown Coal
d04be104-5e3f-44cd-898a-0f921174b34f,pumice quarry operation,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
a18e23da-0e81-47c8-be75-a7177397bc3c,"pump production, 40W",Machinery and equipment n.e.c.
5c724f9c-d151-460f-8798-a1bc2c93317b,pump station construction,Construction work
5757fe41-8b0b-4c9d-8451-18c6d2fd4f72,"purification of wet-process phosphoric acid to industrial grade, product in 85% solution state",P- and other fertiliser
a27ce699-42c8-4d45-a6a3-d25e5fcf5b0b,purified terephthalic acid production,Chemicals nec
ade7a8cf-eb5d-47df-8d0a-f97279b69d8d,pyrazole production,Chemicals nec
b853a9ad-596d-46f1-bbaa-f739bb85e4ee,pyrethroid-compound production,Chemicals nec
819f2f80-a37d-453d-acdd-78fe7457bdd1,pyridazine-compound production,Chemicals nec
627a4c93-04e8-43f2-988a-9228a01c1772,pyridine-compound production,Chemicals nec
d4b92f6b-3d6c-4c28-aca8-554cdba022b6,"quicklime production, in pieces, loose","Cement, lime and plaster"
bb55f4d0-6751-4c4f-9528-67bb3b8dcf95,"quicklime production, milled, loose","Cement, lime and plaster"
1c933d82-7d8b-48fb-b0cb-ddafa2eeac26,"quicklime production, milled, packed","Cement, lime and plaster"
279abfad-fa2b-407d-9116-e26c6f0b2716,radish production,"Vegetables, fruit, nuts"
378525e3-3c69-4cce-b789-6f40f4ed0cac,railway track construction,Basic iron and steel and of ferro-alloys and first products thereof
2ab68c82-6186-4578-ab57-b098f673e0f7,"railway track construction, for high-speed train",Basic iron and steel and of ferro-alloys and first products thereof
2aadd764-324a-4bd3-87da-8758d8a650d9,rape meal to generic market for protein feed,Food products nec
389b4fe0-e255-4622-ad1c-8d907144d8b4,rape oil mill operation,products of Vegetable oils and fats
bf145dde-9cc9-4b9c-925a-af0d4e76073f,rape seed production,Crops nec
e72a47b0-d639-47fc-8cd9-18e5331d23f0,"rape seed production, for sowing",Crops nec
5a735c39-436a-4872-a133-22ecd2c8013c,"rape seed production, organic",Crops nec
cc3eecd2-a797-4780-abae-afcc0c11bec1,"rape seed production, organic, for sowing",Crops nec
9252de89-6962-43bb-869a-8912ba94c5b2,"rape seed production, Swiss integrated production, extensive",Crops nec
