,Emission name,Unit ,Compartment,ecoinvent/simapro,ecoinvent_id,ecoinvent_unit_id,ecoinvet_casnumber,ecoinvent_formula,ecoinvent_name,ecoinvent_unit,ecoinvent_subcompartmentid,ecoinvent_compartment,ecoinvent_subcompartment,ecoinvent_synonym
304,Pb,tonnes,soil,Soil - Lead,837083ce-41cd-49f3-a849-d79564dac238,487df68b-4994-4027-8fdc-a4dc298257b7,007439-92-1,,Lead,kg,15f47463-77ea-40d0-bfe8-ca632819f556,soil,forestry,
305,Pb,tonnes,soil,Soil - Lead,67652827-017f-4856-8d0a-c97bac4c6562,487df68b-4994-4027-8fdc-a4dc298257b7,007439-92-1,,Lead,kg,912f1ae3-734e-4cc6-bbf7-0f36843cd7de,soil,industrial,
306,Pb,tonnes,soil,Soil - Lead,739234c8-5359-48b4-983f-9cb170d68c8d,487df68b-4994-4027-8fdc-a4dc298257b7,007439-92-1,,Lead,kg,dbeb0ac7-0dec-439e-887a-9924cc8005dd,soil,unspecified,
307,Hg,tonnes,soil,Soil - Mercury,ed2d49f8-110d-4db4-9488-f61c349e6117,487df68b-4994-4027-8fdc-a4dc298257b7,007439-97-6,,Mercury,kg,e1bc9a16-5b6a-494f-98ef-49f461b1a11e,soil,agricultural,
308,Hg,tonnes,soil,Soil - Mercury,c486d0f8-f2be-4c5e-b594-9fa5d6942f9e,487df68b-4994-4027-8fdc-a4dc298257b7,007439-97-6,,Mercury,kg,15f47463-77ea-40d0-bfe8-ca632819f556,soil,forestry,
309,Hg,tonnes,soil,Soil - Mercury,e2128dc4-e065-4030-81b3-c978d7bc48ec,487df68b-4994-4027-8fdc-a4dc298257b7,007439-97-6,,Mercury,kg,912f1ae3-734e-4cc6-bbf7-0f36843cd7de,soil,industrial,
310,Hg,tonnes,soil,Soil - Mercury,f7eca11f-546f-4712-ad80-724254685596,487df68b-4994-4027-8fdc-a4dc298257b7,007439-97-6,,Mercury,kg,dbeb0ac7-0dec-439e-887a-9924cc8005dd,soil,unspecified,
311,Cr,tonnes,soil,Soil - Chromium,e7881581-21b3-4f5c-bd63-6b0684b5e712,487df68b-4994-4027-8fdc-a4dc298257b7,007440-47-3,,Chromium,kg,e1bc9a16-5b6a-494f-98ef-49f461b1a11e,soil,agricultural,
312,Cr,tonnes,soil,Soil - Chromium,591de726-f2c7-43ba-8e22-15fd08acc8dc,487df68b-4994-4027-8fdc-a4dc298257b7,007440-47-3,,Chromium,kg,15f47463-77ea-40d0-bfe8-ca632819f556,soil,forestry,
313,Cr,tonnes,soil,Soil - Chromium,e65a9c58-21f1-48b6-b738-d05a8f10e5f3,487df68b-4994-4027-8fdc-a4dc298257b7,007440-47-3,,Chromium,kg,912f1ae3-734e-4cc6-bbf7-0f36843cd7de,soil,industrial,
314,Cr,tonnes,soil,Soil - Chromium,e0336c9b-a0ff-4ae3-b8bb-ca1e46bbbc11,487df68b-4994-4027-8fdc-a4dc298257b7,007440-47-3,,Chromium,kg,dbeb0ac7-0dec-439e-887a-9924cc8005dd,soil,unspecified,
315,Ni,tonnes,soil,Soil - Nickel,b4580545-243d-48d2-a3a0-2633a4f46fb1,487df68b-4994-4027-8fdc-a4dc298257b7,007440-02-0,,Nickel,kg,e1bc9a16-5b6a-494f-98ef-49f461b1a11e,soil,agricultural,
316,Ni,tonnes,soil,Soil - Nickel,5de1943f-b011-45a0-97d4-ed15eea6a382,487df68b-4994-4027-8fdc-a4dc298257b7,007440-02-0,,Nickel,kg,15f47463-77ea-40d0-bfe8-ca632819f556,soil,forestry,
317,Ni,tonnes,soil,Soil - Nickel,a72a45ee-395a-4d25-b893-9d183e43e76e,487df68b-4994-4027-8fdc-a4dc298257b7,007440-02-0,,Nickel,kg,912f1ae3-734e-4cc6-bbf7-0f36843cd7de,soil,industrial,
318,Ni,tonnes,soil,Soil - Nickel,2bcad3b3-5305-481c-a166-ad5e6eac2675,487df68b-4994-4027-8fdc-a4dc298257b7,007440-02-0,,Nickel,kg,dbeb0ac7-0dec-439e-887a-9924cc8005dd,soil,unspecified,
319,"Carbon dioxide, biogenic",tonnes,air,"Air - Carbon dioxide, biogenic",e4e9febc-07c1-403d-8d3a-6707bb4d96e6,487df68b-4994-4027-8fdc-a4dc298257b7,000124-38-9,,"Carbon dioxide, from soil or biomass stock",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
320,"Carbon dioxide, biogenic",tonnes,air,"Air - Carbon dioxide, biogenic",e1c597cc-14cb-4ebb-af07-7a93a5b77d34,487df68b-4994-4027-8fdc-a4dc298257b7,000124-38-9,,"Carbon dioxide, from soil or biomass stock",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
321,"Carbon dioxide, biogenic",tonnes,air,"Air - Carbon dioxide, biogenic",5188df39-2bb8-4826-b469-fa9f86bacc09,487df68b-4994-4027-8fdc-a4dc298257b7,,,"Carbon dioxide, from soil or biomass stock",kg,6890faa1-312e-427d-9ca8-42309afc8866,air,indoor,
322,"Carbon dioxide, biogenic",tonnes,air,"Air - Carbon dioxide, biogenic",6d89125e-e9b7-4d7e-a1fc-ada45dbd8815,487df68b-4994-4027-8fdc-a4dc298257b7,000124-38-9,,"Carbon dioxide, from soil or biomass stock",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
323,"Carbon dioxide, biogenic",tonnes,air,"Air - Carbon dioxide, biogenic",78eb1859-abd9-44c6-9ce3-f3b5b33d619c,487df68b-4994-4027-8fdc-a4dc298257b7,000124-38-9,,"Carbon dioxide, from soil or biomass stock",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
324,"Carbon dioxide, biogenic",tonnes,air,"Air - Carbon dioxide, biogenic",e8787b5e-d927-446d-81a9-f56977bbfeb4,487df68b-4994-4027-8fdc-a4dc298257b7,000124-38-9,,"Carbon dioxide, from soil or biomass stock",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
