HS 2012,SITC Rev. 4,Relationship
101.21,1.5,n:1
101.29,1.5,n:1
101.3,1.5,n:1
101.9,1.5,n:1
102.21,1.11,n:n
102.29,1.19,n:n
102.31,1.11,n:n
102.39,1.19,n:n
102.9,1.11,n:n
102.9,1.19,n:n
103.1,1.31,1:1
103.91,1.39,n:1
103.92,1.39,n:1
104.1,1.21,1:1
104.2,1.22,1:1
105.11,1.41,n:1
105.12,1.41,n:1
105.13,1.41,n:1
105.14,1.41,n:1
105.15,1.41,n:1
105.94,1.49,n:1
105.99,1.49,n:1
106.11,1.9,n:1
106.12,1.9,n:1
106.13,1.9,n:1
106.14,1.9,n:1
106.19,1.9,n:1
106.2,1.9,n:1
106.31,1.9,n:1
106.32,1.9,n:1
106.33,1.9,n:1
106.39,1.9,n:1
106.41,1.9,n:1
106.49,1.9,n:1
106.9,1.9,n:1
201.1,11.11,n:1
201.2,11.11,n:1
201.3,11.12,1:1
202.1,11.21,n:1
202.2,11.21,n:1
202.3,11.22,1:1
203.11,12.21,n:1
203.12,12.21,n:1
203.19,12.21,n:1
203.21,12.22,n:1
203.22,12.22,n:1
203.29,12.22,n:1
204.1,12.11,n:1
204.21,12.11,n:1
204.22,12.11,n:1
204.23,12.11,n:1
204.3,12.12,n:1
204.41,12.12,n:1
204.42,12.12,n:1
204.43,12.12,n:1
204.5,12.13,1:1
205,12.4,1:1
206.1,12.51,1:1
206.21,12.52,n:1
206.22,12.52,n:1
206.29,12.52,n:1
206.3,12.53,1:1
206.41,12.54,n:1
206.49,12.54,n:1
206.8,12.55,1:1
206.9,12.56,1:1
207.11,12.31,n:n
207.12,12.32,n:n
207.13,12.34,n:n
207.14,12.35,n:n
207.24,12.31,n:n
207.25,12.32,n:n
207.26,12.34,n:n
207.27,12.35,n:n
207.41,12.31,n:n
207.42,12.32,n:n
207.43,12.33,n:1
207.44,12.34,n:n
207.45,12.35,n:n
207.51,12.31,n:n
207.52,12.32,n:n
207.53,12.33,n:1
207.54,12.34,n:n
207.55,12.35,n:n
207.6,12.31,n:n
207.6,12.32,n:n
207.6,12.34,n:n
207.6,12.35,n:n
208.1,12.91,1:1
208.3,12.99,n:1
208.4,12.99,n:1
208.5,12.99,n:1
208.6,12.99,n:1
208.9,12.99,n:1
209.1,411.31,n:1
209.9,411.31,n:1
210.11,16.11,1:1
210.12,16.12,1:1
210.19,16.19,1:1
210.2,16.81,1:1
210.91,16.89,n:1
210.92,16.89,n:1
210.93,16.89,n:1
210.99,16.89,n:1
301.11,34.11,n:1
301.19,34.11,n:1
301.91,34.11,n:1
301.92,34.11,n:1
301.93,34.11,n:1
301.94,34.11,n:1
301.95,34.11,n:1
301.99,34.11,n:1
302.11,34.12,n:1
302.13,34.12,n:1
302.14,34.12,n:1
302.19,34.12,n:1
302.21,34.13,n:1
302.22,34.13,n:1
302.23,34.13,n:1
302.24,34.13,n:1
302.29,34.13,n:1
302.31,34.14,n:1
302.32,34.14,n:1
302.33,34.14,n:1
302.34,34.14,n:1
302.35,34.14,n:1
302.36,34.14,n:1
302.39,34.14,n:1
302.41,34.15,n:1
302.42,34.18,n:1
302.43,34.15,n:1
302.44,34.17,1:1
302.45,34.18,n:1
302.46,34.18,n:1
302.47,34.18,n:1
302.51,34.16,1:1
302.52,34.18,n:1
302.53,34.18,n:1
302.54,34.18,n:1
302.55,34.18,n:1
302.56,34.18,n:1
302.59,34.18,n:1
302.71,34.18,n:1
302.72,34.18,n:1
302.73,34.18,n:1
302.74,34.18,n:1
302.79,34.18,n:1
302.81,34.18,n:1
302.82,34.18,n:1
302.83,34.18,n:1
302.84,34.18,n:1
302.85,34.18,n:1
302.89,34.18,n:1
302.9,34.19,1:1
303.11,34.21,n:1
303.12,34.21,n:1
303.13,34.21,n:1
303.14,34.21,n:1
303.19,34.21,n:1
303.23,34.28,n:1
303.24,34.28,n:1
303.25,34.28,n:1
303.26,34.28,n:1
303.29,34.28,n:1
303.31,34.22,n:1
303.32,34.22,n:1
303.33,34.22,n:1
303.34,34.22,n:1
303.39,34.22,n:1
303.41,34.23,n:1
303.42,34.23,n:1
303.43,34.23,n:1
303.44,34.23,n:1
303.45,34.23,n:1
303.46,34.23,n:1
303.49,34.23,n:1
303.51,34.24,n:1
303.53,34.24,n:1
303.54,34.26,1:1
303.55,34.28,n:1
303.56,34.28,n:1
303.57,34.28,n:1
303.63,34.25,1:1
303.64,34.28,n:1
303.65,34.28,n:1
303.66,34.27,1:1
303.67,34.28,n:1
303.68,34.28,n:1
303.69,34.28,n:1
303.81,34.28,n:1
303.82,34.28,n:1
303.83,34.28,n:1
303.84,34.28,n:1
303.89,34.28,n:1
303.9,34.29,1:1
304.31,34.51,n:1
304.32,34.51,n:1
304.33,34.51,n:1
304.39,34.51,n:1
304.41,34.51,n:1
304.42,34.51,n:1
304.43,34.51,n:1
304.44,34.51,n:1
304.45,34.51,n:1
304.46,34.51,n:1
304.49,34.51,n:1
304.51,34.51,n:1
304.52,34.51,n:1
304.53,34.51,n:1
304.54,34.51,n:1
304.55,34.51,n:1
304.59,34.51,n:1
304.61,34.4,n:1
304.62,34.4,n:1
304.63,34.4,n:1
304.69,34.4,n:1
304.71,34.4,n:1
304.72,34.4,n:1
304.73,34.4,n:1
304.74,34.4,n:1
304.75,34.4,n:1
304.79,34.4,n:1
304.81,34.4,n:1
304.82,34.4,n:1
304.83,34.4,n:1
304.84,34.4,n:1
304.85,34.4,n:1
304.86,34.4,n:1
304.87,34.4,n:1
304.89,34.4,n:1
304.91,34.55,n:1
304.92,34.55,n:1
304.93,34.55,n:1
304.94,34.55,n:1
304.95,34.55,n:1
304.99,34.55,n:1
305.1,35.5,1:1
305.2,35.4,1:1
305.31,35.12,n:1
305.32,35.12,n:1
305.39,35.12,n:1
305.41,35.3,n:n
305.42,35.3,n:n
305.43,35.3,n:n
305.44,35.3,n:n
305.49,35.3,n:n
305.51,35.11,n:n
305.59,35.13,n:n
305.61,35.29,n:n
305.62,35.21,n:n
305.63,35.22,n:n
305.64,35.29,n:n
305.69,35.29,n:n
305.71,35.13,n:n
305.71,35.29,n:n
305.71,35.3,n:n
305.72,35.11,n:n
305.72,35.13,n:n
305.72,35.21,n:n
305.72,35.22,n:n
305.72,35.29,n:n
305.72,35.3,n:n
305.79,35.11,n:n
305.79,35.13,n:n
305.79,35.21,n:n
305.79,35.22,n:n
305.79,35.29,n:n
305.79,35.3,n:n
306.11,36.19,n:n
306.11,37.21,n:n
306.12,36.19,n:n
306.12,37.21,n:n
306.14,36.19,n:n
306.14,37.21,n:n
306.15,36.19,n:n
306.15,37.21,n:n
306.16,36.11,n:n
306.16,37.21,n:n
306.17,36.11,n:n
306.17,37.21,n:n
306.19,36.19,n:n
306.19,37.21,n:n
306.21,36.2,n:n
306.21,37.21,n:n
306.22,36.2,n:n
306.22,37.21,n:n
306.24,36.2,n:n
306.24,37.21,n:n
306.25,36.2,n:n
306.25,37.21,n:n
306.26,36.2,n:n
306.26,37.21,n:n
306.27,36.2,n:n
306.27,37.21,n:n
306.29,36.2,n:n
306.29,37.21,n:n
307.11,36.31,n:n
307.19,36.31,n:n
307.19,37.22,n:n
307.21,36.35,n:n
307.29,36.39,n:n
307.29,37.22,n:n
307.31,36.35,n:n
307.39,36.39,n:n
307.39,37.22,n:n
307.41,36.33,n:1
307.49,36.37,n:n
307.49,37.22,n:n
307.51,36.33,n:1
307.59,36.37,n:n
307.59,37.22,n:n
307.6,12.93,n:n
307.6,37.22,n:n
307.71,36.35,n:n
307.79,36.39,n:n
307.79,37.22,n:n
307.81,36.35,n:n
307.89,36.39,n:n
307.89,37.22,n:n
307.91,36.35,n:n
307.99,36.39,n:n
307.99,37.22,n:n
308.11,36.35,n:n
308.19,36.39,n:n
308.19,37.22,n:n
308.21,36.35,n:n
308.29,36.39,n:n
308.29,37.22,n:n
308.3,36.35,n:n
308.3,36.39,n:n
308.3,37.22,n:n
308.9,36.35,n:n
308.9,36.39,n:n
308.9,37.22,n:n
401.1,22.11,1:1
401.2,22.12,1:1
401.4,22.13,n:1
401.5,22.13,n:1
402.1,22.21,1:1
402.21,22.22,n:1
402.29,22.22,n:1
402.91,22.23,1:1
402.99,22.24,1:1
403.1,22.31,1:1
403.9,22.32,1:1
404.1,22.41,1:1
404.9,22.49,1:1
405.1,23,n:1
405.2,23,n:1
405.9,23,n:1
406.1,24.91,1:1
406.2,24.1,1:1
406.3,24.2,1:1
406.4,24.3,1:1
406.9,24.99,1:1
407.11,25.1,n:1
407.19,25.1,n:1
407.21,25.1,n:1
407.29,25.1,n:1
407.9,25.1,n:1
408.11,25.21,n:1
408.19,25.22,n:1
408.91,25.21,n:1
408.99,25.22,n:1
409,61.6,1:1
410,98.92,1:1
501,291.91,1:1
502.1,291.92,n:1
502.9,291.92,n:1
504,291.93,1:1
505.1,291.95,n:1
505.9,291.95,n:1
506.1,291.11,n:1
506.9,291.11,n:1
507.1,291.16,n:1
507.9,291.16,n:1
508,291.15,1:1
510,291.98,1:1
511.1,291.94,1:1
511.91,291.96,1:1
511.99,291.99,1:1
601.1,292.61,n:1
601.2,292.61,n:1
602.1,292.69,n:1
602.2,292.69,n:1
602.3,292.69,n:1
602.4,292.69,n:1
602.9,292.69,n:1
603.11,292.71,n:1
603.12,292.71,n:1
603.13,292.71,n:1
603.14,292.71,n:1
603.15,292.71,n:1
603.19,292.71,n:1
603.9,292.71,n:1
604.2,292.72,n:1
604.9,292.72,n:1
701.1,54.1,n:1
701.9,54.1,n:1
702,54.4,1:1
703.1,54.51,1:1
703.2,54.52,n:1
703.9,54.52,n:1
704.1,54.53,n:1
704.2,54.53,n:1
704.9,54.53,n:1
705.11,54.54,n:1
705.19,54.54,n:1
705.21,54.54,n:1
705.29,54.54,n:1
706.1,54.55,n:1
706.9,54.55,n:1
707,54.56,1:1
708.1,54.57,n:1
708.2,54.57,n:1
708.9,54.57,n:1
709.2,54.59,n:1
709.3,54.59,n:1
709.4,54.59,n:1
709.51,54.58,n:1
709.59,54.58,n:1
709.6,54.59,n:1
709.7,54.59,n:1
709.91,54.59,n:1
709.92,54.59,n:1
709.93,54.59,n:1
709.99,54.59,n:1
710.1,54.69,n:1
710.21,54.69,n:1
710.22,54.69,n:1
710.29,54.69,n:1
710.3,54.69,n:1
710.4,54.61,1:1
710.8,54.69,n:1
710.9,54.69,n:1
711.2,54.7,n:1
711.4,54.7,n:1
711.51,54.7,n:1
711.59,54.7,n:1
711.9,54.7,n:1
712.2,56.12,1:1
712.31,56.13,n:1
712.32,56.13,n:1
712.33,56.13,n:1
712.39,56.13,n:1
712.9,56.19,1:1
713.1,54.21,1:1
713.2,54.22,1:1
713.31,54.23,n:1
713.32,54.23,n:1
713.33,54.23,n:1
713.34,54.23,n:1
713.35,54.23,n:1
713.39,54.23,n:1
713.4,54.24,1:1
713.5,54.25,1:1
713.6,54.29,n:1
713.9,54.29,n:1
714.1,54.81,1:1
714.2,54.83,n:1
714.3,54.83,n:1
714.4,54.83,n:1
714.5,54.83,n:1
714.9,54.83,n:1
801.11,57.71,n:1
801.12,57.71,n:1
801.19,57.71,n:1
801.21,57.72,n:1
801.22,57.72,n:1
801.31,57.73,n:1
801.32,57.73,n:1
802.11,57.74,n:1
802.12,57.74,n:1
802.21,57.75,n:1
802.22,57.75,n:1
802.31,57.76,n:1
802.32,57.76,n:1
802.41,57.77,n:1
802.42,57.77,n:1
802.51,57.78,n:1
802.52,57.78,n:1
802.61,57.79,n:1
802.62,57.79,n:1
802.7,57.79,n:1
802.8,57.79,n:1
802.9,57.79,n:1
803.1,57.3,n:1
803.9,57.3,n:1
804.1,57.96,1:1
804.2,57.6,1:1
804.3,57.95,1:1
804.4,57.97,n:1
804.5,57.97,n:1
805.1,57.11,1:1
805.2,57.12,1:1
805.4,57.22,1:1
805.5,57.21,1:1
805.9,57.29,1:1
806.1,57.51,1:1
806.2,57.52,1:1
807.11,57.91,n:1
807.19,57.91,n:1
807.2,57.91,n:1
808.1,57.4,1:1
808.3,57.92,n:1
808.4,57.92,n:1
809.1,57.93,n:1
809.21,57.93,n:1
809.29,57.93,n:1
809.3,57.93,n:1
809.4,57.93,n:1
810.1,57.94,n:1
810.2,57.94,n:1
810.3,57.98,n:1
810.4,57.94,n:1
810.5,57.98,n:1
810.6,57.98,n:1
810.7,57.98,n:1
810.9,57.98,n:1
811.1,58.31,1:1
811.2,58.32,1:1
811.9,58.39,1:1
812.1,58.21,n:1
812.9,58.21,n:1
813.1,57.99,n:1
813.2,57.99,n:1
813.3,57.99,n:1
813.4,57.99,n:1
813.5,57.99,n:1
814,58.22,1:1
901.11,71.11,1:1
901.12,71.12,1:1
901.21,71.2,n:1
901.22,71.2,n:1
901.9,71.32,1:1
902.1,74.11,1:1
902.2,74.12,1:1
902.3,74.13,1:1
902.4,74.14,1:1
903,74.31,1:1
904.11,75.11,1:1
904.12,75.12,1:1
904.21,75.13,n:1
904.22,75.13,n:1
905.1,75.21,n:1
905.2,75.21,n:1
906.11,75.22,n:1
906.19,75.22,n:1
906.2,75.23,1:1
907.1,75.24,n:1
907.2,75.24,n:1
908.11,75.25,n:1
908.12,75.25,n:1
908.21,75.25,n:1
908.22,75.25,n:1
908.31,75.25,n:1
908.32,75.25,n:1
909.21,75.26,n:1
909.22,75.26,n:1
909.31,75.26,n:1
909.32,75.26,n:1
909.61,75.26,n:1
909.62,75.26,n:1
910.11,75.27,n:1
910.12,75.27,n:1
910.2,75.28,1:1
910.3,75.29,n:1
910.91,75.29,n:1
910.99,75.29,n:1
1001.11,41.1,n:1
1001.19,41.1,n:1
1001.91,41.2,n:1
1001.99,41.2,n:1
1002.1,45.1,n:1
1002.9,45.1,n:1
1003.1,43,n:1
1003.9,43,n:1
1004.1,45.2,n:1
1004.9,45.2,n:1
1005.1,44.1,1:1
1005.9,44.9,1:1
1006.1,42.1,1:1
1006.2,42.2,1:1
1006.3,42.31,1:1
1006.4,42.32,1:1
1007.1,45.3,n:1
1007.9,45.3,n:1
1008.1,45.92,1:1
1008.21,45.91,n:1
1008.29,45.91,n:1
1008.3,45.93,1:1
1008.4,45.99,n:1
1008.5,45.99,n:1
1008.6,45.99,n:1
1008.9,45.99,n:1
1101,46.1,1:1
1102.2,47.11,1:1
1102.9,47.19,1:1
1103.11,46.2,1:1
1103.13,47.21,1:1
1103.19,47.22,1:1
1103.2,47.23,1:1
1104.12,48.13,n:1
1104.19,48.13,n:1
1104.22,48.14,n:1
1104.23,48.14,n:1
1104.29,48.14,n:1
1104.3,48.15,1:1
1105.1,56.41,1:1
1105.2,56.42,1:1
1106.1,56.46,1:1
1106.2,56.47,1:1
1106.3,56.48,1:1
1107.1,48.2,n:1
1107.2,48.2,n:1
1108.11,592.11,1:1
1108.12,592.12,1:1
1108.13,592.13,1:1
1108.14,592.14,1:1
1108.19,592.15,1:1
1108.2,592.16,1:1
1109,592.17,1:1
1201.1,222.2,n:1
1201.9,222.2,n:1
1202.3,222.11,n:n
1202.3,222.12,n:n
1202.41,222.11,n:n
1202.42,222.12,n:n
1203,223.1,1:1
1204,223.4,1:1
1205.1,222.61,n:1
1205.9,222.61,n:1
1206,222.4,1:1
1207.1,223.7,n:1
1207.21,222.3,n:1
1207.29,222.3,n:1
1207.3,223.7,n:1
1207.4,222.5,1:1
1207.5,222.62,1:1
1207.6,223.7,n:1
1207.7,223.7,n:1
1207.91,223.7,n:1
1207.99,223.7,n:1
1208.1,223.9,n:1
1208.9,223.9,n:1
1209.1,292.51,1:1
1209.21,292.52,n:1
1209.22,292.52,n:1
1209.23,292.52,n:1
1209.24,292.52,n:1
1209.25,292.52,n:1
1209.29,292.52,n:1
1209.3,292.53,1:1
1209.91,292.54,1:1
1209.99,292.59,1:1
1210.1,54.84,n:1
1210.2,54.84,n:1
1211.2,292.42,1:1
1211.3,292.49,n:1
1211.4,292.49,n:1
1211.9,292.49,n:1
1212.21,292.97,n:1
1212.29,292.97,n:1
1212.91,54.87,1:1
1212.92,54.89,n:1
1212.93,54.89,n:1
1212.94,54.89,n:1
1212.99,54.89,n:1
1213,81.11,1:1
1214.1,81.12,1:1
1214.9,81.13,1:1
1301.2,292.22,1:1
1301.9,292.29,1:1
1302.11,292.94,n:1
1302.12,292.94,n:1
1302.13,292.94,n:1
1302.19,292.94,n:1
1302.2,292.95,1:1
1302.31,292.96,n:1
1302.32,292.96,n:1
1302.39,292.96,n:1
1401.1,292.31,1:1
1401.2,292.32,1:1
1401.9,292.39,1:1
1404.2,263.2,1:1
1404.9,292.99,1:1
1501.1,411.2,n:1
1501.2,411.2,n:1
1501.9,411.2,n:1
1502.1,411.32,n:1
1502.9,411.32,n:1
1503,411.33,1:1
1504.1,411.11,1:1
1504.2,411.12,1:1
1504.3,411.13,1:1
1505,411.35,1:1
1506,411.39,1:1
1507.1,421.11,1:1
1507.9,421.19,1:1
1508.1,421.31,1:1
1508.9,421.39,1:1
1509.1,421.41,1:1
1509.9,421.42,1:1
1510,421.49,1:1
1511.1,422.21,1:1
1511.9,422.29,1:1
1512.11,421.51,1:1
1512.19,421.59,1:1
1512.21,421.21,1:1
1512.29,421.29,1:1
1513.11,422.31,1:1
1513.19,422.39,1:1
1513.21,422.41,1:1
1513.29,422.49,1:1
1514.11,421.71,n:1
1514.19,421.79,n:1
1514.91,421.71,n:1
1514.99,421.79,n:1
1515.11,422.11,1:1
1515.19,422.19,1:1
1515.21,421.61,1:1
1515.29,421.69,1:1
1515.3,422.5,1:1
1515.5,421.8,1:1
1515.9,422.9,1:1
1516.1,431.21,1:1
1516.2,431.22,1:1
1517.1,91.01,1:1
1517.9,91.09,1:1
1518,431.1,1:1
1520,512.22,n:1
1521.1,431.41,1:1
1521.9,431.42,1:1
1522,431.3,1:1
1601,17.2,1:1
1602.1,98.11,1:1
1602.2,17.3,1:1
1602.31,17.4,n:1
1602.32,17.4,n:1
1602.39,17.4,n:1
1602.41,17.5,n:1
1602.42,17.5,n:1
1602.49,17.5,n:1
1602.5,17.6,1:1
1602.9,17.9,1:1
1603,17.1,1:1
1604.11,37.11,1:1
1604.12,37.12,n:1
1604.13,37.12,n:1
1604.14,37.13,1:1
1604.15,37.14,1:1
1604.16,37.15,n:1
1604.17,37.15,n:1
1604.19,37.15,n:1
1604.2,37.16,1:1
1604.31,37.17,n:1
1604.32,37.17,n:1
1605.1,37.21,n:n
1605.21,37.21,n:n
1605.29,37.21,n:n
1605.3,37.21,n:n
1605.4,37.21,n:n
1605.51,37.22,n:n
1605.52,37.22,n:n
1605.53,37.22,n:n
1605.54,37.22,n:n
1605.55,37.22,n:n
1605.56,37.22,n:n
1605.57,37.22,n:n
1605.58,37.22,n:n
1605.59,37.22,n:n
1605.61,37.22,n:n
1605.62,37.22,n:n
1605.63,37.22,n:n
1605.69,37.22,n:n
1701.12,61.12,1:1
1701.13,61.11,n:1
1701.14,61.11,n:1
1701.91,61.21,1:1
1701.99,61.29,1:1
1702.11,61.91,n:1
1702.19,61.91,n:1
1702.2,61.92,1:1
1702.3,61.93,1:1
1702.4,61.94,1:1
1702.5,61.95,1:1
1702.6,61.96,1:1
1702.9,61.99,1:1
1703.1,61.51,1:1
1703.9,61.59,1:1
1704.1,62.21,1:1
1704.9,62.29,1:1
1801,72.1,1:1
1802,72.5,1:1
1803.1,72.31,1:1
1803.2,72.32,1:1
1804,72.4,1:1
1805,72.2,1:1
1806.1,73.1,1:1
1806.2,73.2,1:1
1806.31,73.3,n:1
1806.32,73.3,n:1
1806.9,73.9,1:1
1901.1,98.93,1:1
1901.2,48.5,1:1
1901.9,98.94,1:1
1902.11,48.3,n:1
1902.19,48.3,n:1
1902.2,98.91,n:1
1902.3,98.91,n:1
1902.4,98.91,n:1
1903,56.45,1:1
1904.1,48.11,n:1
1904.2,48.11,n:1
1904.3,48.12,n:1
1904.9,48.12,n:1
1905.1,48.41,n:1
1905.2,48.42,n:1
1905.31,48.42,n:1
1905.32,48.42,n:1
1905.4,48.41,n:1
1905.9,48.49,1:1
2001.1,56.71,n:1
2001.9,56.71,n:1
2002.1,56.72,1:1
2002.9,56.73,1:1
2003.1,56.74,n:1
2003.9,56.74,n:1
2004.1,56.61,1:1
2004.9,56.69,1:1
2005.1,98.12,1:1
2005.2,56.76,1:1
2005.4,56.79,n:1
2005.51,56.79,n:1
2005.59,56.79,n:1
2005.6,56.79,n:1
2005.7,56.79,n:1
2005.8,56.77,1:1
2005.91,56.79,n:1
2005.99,56.79,n:1
2006,62.1,1:1
2007.1,98.13,1:1
2007.91,58.1,n:1
2007.99,58.1,n:1
2008.11,58.92,n:1
2008.19,58.92,n:1
2008.2,58.93,1:1
2008.3,58.94,1:1
2008.4,58.96,n:1
2008.5,58.95,n:1
2008.6,58.95,n:1
2008.7,58.95,n:1
2008.8,58.96,n:1
2008.91,58.96,n:1
2008.93,58.96,n:1
2008.97,58.97,1:1
2008.99,58.96,n:1
2009.11,59.1,n:1
2009.12,59.1,n:1
2009.19,59.1,n:1
2009.21,59.2,n:1
2009.29,59.2,n:1
2009.31,59.3,n:1
2009.39,59.3,n:1
2009.41,59.91,n:1
2009.49,59.91,n:1
2009.5,59.92,1:1
2009.61,59.93,n:1
2009.69,59.93,n:1
2009.71,59.94,n:1
2009.79,59.94,n:1
2009.81,59.95,n:1
2009.89,59.95,n:1
2009.9,59.96,1:1
2101.11,71.31,n:1
2101.12,71.31,n:1
2101.2,74.32,1:1
2101.3,71.33,1:1
2102.1,98.6,n:1
2102.2,98.6,n:1
2102.3,98.6,n:1
2103.1,98.41,1:1
2103.2,98.42,1:1
2103.3,98.43,1:1
2103.9,98.49,1:1
2104.1,98.5,1:1
2104.2,98.14,1:1
2105,22.33,1:1
2106.1,98.99,n:1
2106.9,98.99,n:1
2201.1,111.01,n:1
2201.9,111.01,n:1
2202.1,111.02,n:1
2202.9,111.02,n:1
2203,112.3,1:1
2204.1,112.15,1:1
2204.21,112.17,n:1
2204.29,112.17,n:1
2204.3,112.11,1:1
2205.1,112.13,n:1
2205.9,112.13,n:1
2206,112.2,1:1
2207.1,512.15,1:1
2207.2,512.16,1:1
2208.2,112.42,1:1
2208.3,112.41,1:1
2208.4,112.44,1:1
2208.5,112.45,1:1
2208.6,112.49,n:1
2208.7,112.49,n:1
2208.9,112.49,n:1
2209,98.44,1:1
2301.1,81.41,1:1
2301.2,81.42,1:1
2302.1,81.24,1:1
2302.3,81.26,1:1
2302.4,81.29,1:1
2302.5,81.23,1:1
2303.1,81.51,1:1
2303.2,81.52,1:1
2303.3,81.53,1:1
2304,81.31,1:1
2305,81.32,1:1
2306.1,81.33,1:1
2306.2,81.34,1:1
2306.3,81.35,1:1
2306.41,81.36,n:1
2306.49,81.36,n:1
2306.5,81.37,1:1
2306.6,81.38,1:1
2306.9,81.39,1:1
2307,81.94,1:1
2308,81.19,1:1
2309.1,81.95,1:1
2309.9,81.99,1:1
2401.1,121.1,1:1
2401.2,121.2,1:1
2401.3,121.3,1:1
2402.1,122.1,1:1
2402.2,122.2,1:1
2402.9,122.31,1:1
2403.11,122.32,n:1
2403.19,122.32,n:1
2403.91,122.39,n:1
2403.99,122.39,n:1
2501,278.3,1:1
2502,274.2,1:1
2503,274.1,1:1
2504.1,278.22,n:1
2504.9,278.22,n:1
2505.1,273.31,1:1
2505.9,273.39,1:1
2506.1,278.51,n:1
2506.2,278.51,n:1
2507,278.26,1:1
2508.1,278.27,1:1
2508.3,278.29,n:1
2508.4,278.29,n:1
2508.5,278.29,n:1
2508.6,278.29,n:1
2508.7,278.29,n:1
2509,278.91,1:1
2510.1,272.31,1:1
2510.2,272.32,1:1
2511.1,278.92,n:1
2511.2,278.92,n:1
2512,278.95,1:1
2513.1,277.23,1:1
2513.2,277.22,1:1
2514,273.11,1:1
2515.11,273.12,n:1
2515.12,273.12,n:1
2515.2,273.12,n:1
2516.11,273.13,n:1
2516.12,273.13,n:1
2516.2,273.13,n:1
2516.9,273.13,n:1
2517.1,273.4,n:1
2517.2,273.4,n:1
2517.3,273.4,n:1
2517.41,273.4,n:1
2517.49,273.4,n:1
2518.1,278.23,n:1
2518.2,278.23,n:1
2518.3,278.23,n:1
2519.1,278.24,1:1
2519.9,278.25,1:1
2520.1,273.23,1:1
2520.2,273.24,1:1
2521,273.22,1:1
2522.1,661.11,1:1
2522.2,661.12,1:1
2522.3,661.13,1:1
2523.1,661.21,1:1
2523.21,661.22,n:1
2523.29,661.22,n:1
2523.3,661.23,1:1
2523.9,661.29,1:1
2524.1,278.4,n:1
2524.9,278.4,n:1
2525.1,278.52,n:1
2525.2,278.52,n:1
2525.3,278.52,n:1
2526.1,278.93,n:1
2526.2,278.93,n:1
2528,278.94,1:1
2529.1,278.53,n:1
2529.21,278.54,n:1
2529.22,278.54,n:1
2529.3,278.53,n:1
2530.1,278.98,1:1
2530.2,278.99,n:1
2530.9,278.99,n:1
2601.11,281.5,1:1
2601.12,281.6,1:1
2601.2,281.4,1:1
2602,287.7,1:1
2603,283.1,1:1
2604,284.1,1:1
2605,287.93,1:1
2606,285.1,1:1
2607,287.4,1:1
2608,287.5,1:1
2609,287.6,1:1
2610,287.91,1:1
2611,287.92,1:1
2612.1,286.1,1:1
2612.2,286.2,1:1
2613.1,287.81,1:1
2613.9,287.82,1:1
2614,287.83,1:1
2615.1,287.84,1:1
2615.9,287.85,1:1
2616.1,289.11,1:1
2616.9,289.19,1:1
2617.1,287.99,n:1
2617.9,287.99,n:1
2618,278.61,1:1
2619,278.62,1:1
2620.11,288.1,n:1
2620.19,288.1,n:1
2620.21,288.1,n:1
2620.29,288.1,n:1
2620.3,288.1,n:1
2620.4,288.1,n:1
2620.6,288.1,n:1
2620.91,288.1,n:1
2620.99,288.1,n:1
2621.1,278.69,n:1
2621.9,278.69,n:1
2701.11,321.1,1:1
2701.12,321.21,1:1
2701.19,321.22,1:1
2701.2,322.1,1:1
2702.1,322.21,1:1
2702.2,322.22,1:1
2703,322.3,1:1
2704,325,1:1
2705,345,1:1
2706,335.21,1:1
2707.1,335.22,1:1
2707.2,335.23,1:1
2707.3,335.24,1:1
2707.4,335.25,n:1
2707.5,335.25,n:1
2707.91,335.25,n:1
2707.99,335.25,n:1
2708.1,335.31,1:1
2708.2,335.32,1:1
2709,333,1:1
2710.12,334.6,n:1
2710.19,334.6,n:1
2710.2,334.6,n:1
2710.91,334.7,n:1
2710.99,334.7,n:1
2711.11,343.1,1:1
2711.12,342.1,1:1
2711.13,342.5,1:1
2711.14,344.1,1:1
2711.19,344.2,1:1
2711.21,343.2,1:1
2711.29,344.9,1:1
2712.1,335.11,1:1
2712.2,335.12,n:1
2712.9,335.12,n:1
2713.11,335.42,n:1
2713.12,335.42,n:1
2713.2,335.41,n:1
2713.9,335.41,n:1
2714.1,278.96,1:1
2714.9,278.97,1:1
2715,335.43,1:1
2716,351,1:1
2801.1,522.24,1:1
2801.2,522.25,n:1
2801.3,522.25,n:1
2802,522.26,1:1
2803,522.1,1:1
2804.1,522.21,n:1
2804.21,522.21,n:1
2804.29,522.21,n:1
2804.3,522.21,n:1
2804.4,522.21,n:1
2804.5,522.22,n:1
2804.61,522.23,n:1
2804.69,522.23,n:1
2804.7,522.22,n:1
2804.8,522.22,n:1
2804.9,522.22,n:1
2805.11,522.28,1:1
2805.12,522.29,n:1
2805.19,522.29,n:1
2805.3,522.29,n:1
2805.4,522.27,1:1
2806.1,522.31,n:1
2806.2,522.31,n:1
2807,522.32,1:1
2808,522.33,1:1
2809.1,522.34,n:1
2809.2,522.34,n:1
2810,522.35,1:1
2811.11,522.36,n:1
2811.19,522.36,n:1
2811.21,522.39,n:1
2811.22,522.37,1:1
2811.29,522.39,n:1
2812.1,522.41,n:1
2812.9,522.41,n:1
2813.1,522.42,n:1
2813.9,522.42,n:1
2814.1,522.61,n:1
